station,date,rain,avg_temp,delta_temp,max_temp,min_temp,radiation,max_trh,min_trh,avg_trh,,,
9021,2015/12/30,0,26.6,11.2,32.2,21,23.6,27.4,53.1,40.25,,,
9021,2015/12/31,0,25,14.4,32.2,17.8,30.6,25,58.9,41.95,,,
9021,2016/1/1,0,25.9,18.2,35,16.8,29.5,20.8,61.2,41,,,
9021,2016/1/2,1.2,28.05,17.1,36.6,19.5,30.7,25.7,69.7,47.7,,,
9021,2016/1/3,0,29.95,14.9,37.4,22.5,31.5,24.9,58.7,41.8,,,
9021,2016/1/4,0,27.7,7.4,31.4,24,15.5,35,54,44.5,,,
9021,2016/1/5,0,25.2,10,30.2,20.2,29,45.9,83.3,64.6,,,
9021,2016/1/6,0,26.95,15.9,34.9,19,31.4,32.5,82.9,57.7,,,
9021,2016/1/7,0,32.6,20.8,43,22.2,30.2,13.3,43,28.15,,,
9021,2016/1/8,0.2,31.95,10.9,37.4,26.5,17.9,23.1,42.8,32.95,,,
9021,2016/1/9,0,26.5,18,35.5,17.5,29.9,27,78,52.5,,,
9021,2016/1/10,0,23.35,5.1,25.9,20.8,17.2,53.9,73.3,63.6,,,
9021,2016/1/11,0,21.15,12.9,27.6,14.7,20.6,49.3,100,74.65,,,
9021,2016/1/12,0,22.25,9.3,26.9,17.6,18.6,54.7,96.4,75.55,,,
9021,2016/1/13,0,23.2,16.4,31.4,15,32.6,22.6,61,41.8,,,
9021,2016/1/14,0,25.05,18.1,34.1,16,31.5,17.9,52.8,35.35,,,
9021,2016/1/15,0,27.7,18,36.7,18.7,31.2,15.5,44.5,30,,,
9021,2016/1/16,0,30.3,16.6,38.6,22,23.6,15.9,41.2,28.55,,,
9021,2016/1/17,0,24.45,13.7,31.3,17.6,24.3,35.9,81.5,58.7,,,
9021,2016/1/18,0,21.7,4.4,23.9,19.5,12.9,62.4,81.7,72.05,,,
9021,2016/1/19,0,19.35,13.1,25.9,12.8,14.5,39.5,89.4,64.45,,,
9021,2016/1/20,3.4,19.75,11.7,25.6,13.9,20.4,50.6,100,75.3,,,
9021,2016/1/21,0,22.45,11.9,28.4,16.5,15.9,41.4,85.3,63.35,,,
9021,2016/1/22,0,23.45,13.9,30.4,16.5,31.1,28.6,66.1,47.35,,,
9021,2016/1/23,0,26.8,18.4,36,17.6,26,24.2,71.6,47.9,,,
9021,2016/1/24,1.4,27.55,17.3,36.2,18.9,30.1,33.1,91.2,62.15,,,
9021,2016/1/25,9.2,27.2,13.4,33.9,20.5,18.3,41.6,91.3,66.45,,,
9021,2016/1/26,0.2,27.5,12.8,33.9,21.1,25.9,38.6,81.6,60.1,,,
9021,2016/1/27,0,27.45,12.7,33.8,21.1,26.3,29.1,61.2,45.15,,,
9021,2016/1/28,0,25.9,17,34.4,17.4,29.7,24.6,67.5,46.05,,,
9021,2016/1/29,0,28.25,18.3,37.4,19.1,25.7,21.2,61.5,41.35,,,
9021,2016/1/30,0,25.35,1.5,26.1,24.6,3.8,39,42.7,40.85,,,
9021,2016/1/31,7.8,22.3,6,25.3,19.3,10.8,62.3,89.8,76.05,,,
9021,2016/2/1,0,15.1,16,23.1,7.1,22.7,30.1,84.3,57.2,,,
9021,2016/2/2,0,18.7,18,27.7,9.7,30.8,22.6,69.8,46.2,,,
9021,2016/2/3,0,23.65,17.3,32.3,15,30.4,23.2,65.7,44.45,,,
9021,2016/2/4,0,25.15,19.7,35,15.3,29.6,21.3,69.1,45.2,,,
9021,2016/2/5,0,26.45,20.7,36.8,16.1,29.2,17.2,58.5,37.85,,,
9021,2016/2/6,0,26.4,16,34.4,18.4,29.6,25.6,65.7,45.65,,,
9021,2016/2/7,0,30,20.2,40.1,19.9,29.5,20.4,65,42.7,,,
9021,2016/2/8,0,31.65,21.9,42.6,20.7,29.6,7.9,27.5,17.7,,,
9021,2016/2/9,0,31.7,21.6,42.5,20.9,29.2,9.7,33.2,21.45,,,
9021,2016/2/10,0,31.85,21.7,42.7,21,28.8,14.3,49.1,31.7,,,
9021,2016/2/11,0,27.1,16.2,35.2,19,28.6,35.7,92.4,64.05,,,
9021,2016/2/12,0,25.1,12.6,31.4,18.8,28.1,42.6,90.4,66.5,,,
9021,2016/2/13,0,25.5,12.2,31.6,19.4,28.1,31,64,47.5,,,
9021,2016/2/14,0,24.25,15.3,31.9,16.6,27.9,23.3,58.3,40.8,,,
9021,2016/2/15,0,25.8,16.4,34,17.6,28.4,22.6,59.7,41.15,,,
9021,2016/2/16,0,29.35,20.3,39.5,19.2,26.9,13.5,43.6,28.55,,,
9021,2016/2/17,0,27.7,13.2,34.3,21.1,25.9,17.4,37.6,27.5,,,
9021,2016/2/18,0,25,13.4,31.7,18.3,24.9,31.9,70.9,51.4,,,
9021,2016/2/19,0,25.4,11.2,31,19.8,23.8,30.3,58.9,44.6,,,
9021,2016/2/20,0,26.3,15,33.8,18.8,24.4,28.3,68.7,48.5,,,
9021,2016/2/21,0,22.25,8.9,26.7,17.8,19.7,55.4,95.2,75.3,,,
9021,2016/2/22,0.6,21.35,8.1,25.4,17.3,22,47.2,77.5,62.35,,,
9021,2016/2/23,0.2,16.95,14.5,24.2,9.7,19.7,46,100,73,,,
9021,2016/2/24,0,17.7,12.6,24,11.4,23.5,35.2,77.9,56.55,,,
9021,2016/2/25,0,21.95,14.9,29.4,14.5,27.1,23.4,58.2,40.8,,,
9021,2016/2/26,0,26.7,21.4,37.4,16,25.2,16.4,57.8,37.1,,,
9021,2016/2/27,0,31.35,15.7,39.2,23.5,25.1,19.9,48.7,34.3,,,
9021,2016/2/28,0,24.7,5.8,27.6,21.8,22.4,53.4,75.5,64.45,,,
9021,2016/2/29,0,21.35,8.3,25.5,17.2,24,49.3,82.1,65.7,,,
9021,2016/3/1,0,19.75,12.7,26.1,13.4,25.3,44.1,97,70.55,,,
9021,2016/3/2,0,22.4,19.2,32,12.8,25.3,27.1,87.3,57.2,,,
9021,2016/3/3,0,19.8,14.4,27,12.6,22.9,39.8,97.4,68.6,,,
9021,2016/3/4,0,21.4,13.2,28,14.8,24.8,37.3,83.8,60.55,,,
9021,2016/3/5,0,23.45,12.7,29.8,17.1,24.7,32.9,70.8,51.85,,,
9021,2016/3/6,0,25.05,12.5,31.3,18.8,23.8,34.4,72.4,53.4,,,
9021,2016/3/7,0,26.4,14.4,33.6,19.2,23.4,29.6,69.3,49.45,,,
9021,2016/3/8,0,26.75,15.5,34.5,19,24.1,24.5,61,42.75,,,
9021,2016/3/9,0,27.2,20.2,37.3,17.1,24,21.6,70.8,46.2,,,
9021,2016/3/10,0,22.5,17.2,31.1,13.9,18.1,44.3,100,72.15,,,
9021,2016/3/11,0,24.95,12.5,31.2,18.7,19.2,30.6,64.5,47.55,,,
9021,2016/3/12,0,27.25,14.9,34.7,19.8,22.8,29.1,69.7,49.4,,,
9021,2016/3/13,0,29.9,19.6,39.7,20.1,21.4,21.2,65.5,43.35,,,
9021,2016/3/14,0,33.15,13.9,40.1,26.2,21.4,16.2,35.3,25.75,,,
9021,2016/3/15,0,25.85,7.5,29.6,22.1,19.2,57.4,89.5,73.45,,,
9021,2016/3/16,0,23.3,7.8,27.2,19.4,20.6,45.5,72.8,59.15,,,
9021,2016/3/17,0,22.25,12.5,28.5,16,20.6,27.2,58.3,42.75,,,
9021,2016/3/18,0,23.3,13,29.8,16.8,20.3,28.1,61.7,44.9,,,
9021,2016/3/19,0,22.05,3.3,23.7,20.4,5.7,46.1,56.4,51.25,,,
9021,2016/3/20,2.2,25.1,14.4,32.3,17.9,20.3,37.4,88.3,62.85,,,
9021,2016/3/21,0,26.5,14,33.5,19.5,16.5,31.7,72.4,52.05,,,
9021,2016/3/22,0,23.7,5.6,26.5,20.9,10.3,50.8,71.2,61,,,
9021,2016/3/23,0,21.8,5.6,24.6,19,10.2,54,76,65,,,
9021,2016/3/24,0,22.75,8.3,26.9,18.6,16.4,48.3,79.8,64.05,,,
9021,2016/3/25,0,27.25,12.3,33.4,21.1,18,36.4,74.8,55.6,,,
9021,2016/3/26,8,21.15,2.5,22.4,19.9,4.4,80.1,93.4,86.75,,,
9021,2016/3/27,11.2,19.85,6.7,23.2,16.5,12.9,52.4,79.4,65.9,,,
9021,2016/3/28,0,19.2,13,25.7,12.7,20.2,42.4,95.4,68.9,,,
9021,2016/3/29,0,20.65,16.3,28.8,12.5,20.3,34.9,95.3,65.1,,,
9021,2016/3/30,0,21.7,17.8,30.6,12.8,20.1,31.4,93.4,62.4,,,
9021,2016/3/31,0,19.1,14.6,26.4,11.8,19.8,43.9,100,71.95,,,
9021,2016/4/1,0,20.1,11.8,26,14.2,14.1,50.3,100,75.15,,,
9021,2016/4/2,0,21.85,17.9,30.8,12.9,19.6,33.8,100,66.9,,,
9021,2016/4/3,0,24.4,19,33.9,14.9,19.2,26.8,83.9,55.35,,,
9021,2016/4/4,0,19.75,13.1,26.3,13.2,13.1,55.3,100,77.65,,,
9021,2016/4/5,0,17.55,9.1,22.1,13,18.1,36.5,64.8,50.65,,,
9021,2016/4/6,0,16.75,15.1,24.3,9.2,18.7,30.3,79.1,54.7,,,
9021,2016/4/7,0,19.35,11.1,24.9,13.8,16.8,34.6,69.1,51.85,,,
9021,2016/4/8,0,20.95,12.9,27.4,14.5,14.7,27.1,60,43.55,,,
9021,2016/4/9,0,20.7,7.8,24.6,16.8,5.8,44.6,72.2,58.4,,,
9021,2016/4/10,3.6,21.9,9.2,26.5,17.3,10.9,43.9,77,60.45,,,
9021,2016/4/11,0,21.7,3.8,23.6,19.8,4.1,59.1,74.5,66.8,,,
9021,2016/4/12,6,21.85,6.1,24.9,18.8,7.2,70.5,100,85.25,,,
9021,2016/4/13,1.8,22.65,5.5,25.4,19.9,11.5,68.1,95.2,81.65,,,
9021,2016/4/14,0,18.1,10.8,23.5,12.7,14.9,62.2,100,81.1,,,
9021,2016/4/15,0,19.45,12.9,25.9,13,16.1,45.5,100,72.75,,,
9021,2016/4/16,0,25.2,15,32.7,17.7,14.1,32.1,78.6,55.35,,,
9021,2016/4/17,1,21.1,6.8,24.5,17.7,7.2,69.3,100,84.65,,,
9021,2016/4/18,0.4,18.65,9.1,23.2,14.1,8,69.3,100,84.65,,,
9021,2016/4/19,25.6,20.2,8.8,24.6,15.8,14,62.7,100,81.35,,,
9021,2016/4/20,0,18.35,13.5,25.1,11.6,15,47.7,100,73.85,,,
9021,2016/4/21,0,18.85,12.7,25.2,12.5,16.5,42.1,93.2,67.65,,,
9021,2016/4/22,0,20.5,11.6,26.3,14.7,14.9,36.5,74.8,55.65,,,
9021,2016/4/23,0,22.95,13.3,29.6,16.3,15.8,28.2,63.2,45.7,,,
9021,2016/4/24,0,21.2,11.6,27,15.4,14.1,37,75.5,56.25,,,
9021,2016/4/25,3,19.85,2.3,21,18.7,4.8,88.9,100,94.45,,,
9021,2016/4/26,13,18.8,4,20.8,16.8,9.4,66.8,85.8,76.3,,,
9021,2016/4/27,2.4,14.25,8.7,18.6,9.9,10.6,58.4,100,79.2,,,
9021,2016/4/28,0.6,15.05,11.1,20.6,9.5,11.8,60.2,100,80.1,,,
9021,2016/4/29,2,15.95,10.3,21.1,10.8,10.3,60.4,100,80.2,,,
9021,2016/4/30,2.2,15.3,8.6,19.6,11,12.2,45.6,79.3,62.45,,,
9021,2016/5/1,0,14.35,9.5,19.1,9.6,9.9,43,79.5,61.25,,,
9021,2016/5/2,0,14.55,13.1,21.1,8,11.1,49.6,100,74.8,,,
9021,2016/5/3,0,14.25,13.5,21,7.5,8.7,57.5,100,78.75,,,
9021,2016/5/4,0,16,12,22,10,10.3,53,100,76.5,,,
9021,2016/5/5,0.2,16.7,9.8,21.6,11.8,9.1,58.9,100,79.45,,,
9021,2016/5/6,0.2,16.45,7.5,20.2,12.7,9.5,67.2,100,83.6,,,
9021,2016/5/7,13.2,14.8,8,18.8,10.8,13.7,65.5,100,82.75,,,
9021,2016/5/8,0.8,10.25,14.3,17.4,3.1,13.5,49.8,100,74.9,,,
9021,2016/5/9,0,12.25,17.3,20.9,3.6,13.1,42.9,100,71.45,,,
9021,2016/5/10,0,14.75,16.3,22.9,6.6,13.9,46.2,100,73.1,,,
9021,2016/5/11,0,17.2,17.2,25.8,8.6,13.9,33.1,98.5,65.8,,,
9021,2016/5/12,0,16.55,19.3,26.2,6.9,13.7,25.6,87.5,56.55,,,
9021,2016/5/13,0,15.85,14.1,22.9,8.8,12.8,49.4,100,74.7,,,
9021,2016/5/14,3.8,18.2,8.8,22.6,13.8,11.7,66.8,100,83.4,,,
9021,2016/5/15,0.2,15.25,13.1,21.8,8.7,10,52.1,100,76.05,,,
9021,2016/5/16,1.2,14.6,12.8,21,8.2,13.2,46.3,100,73.15,,,
9021,2016/5/17,0,14.55,14.1,21.6,7.5,9.9,43.8,100,71.9,,,
9021,2016/5/18,2.4,17.35,10.9,22.8,11.9,11.1,59.8,100,79.9,,,
9021,2016/5/19,0,15.8,7,19.3,12.3,6.2,67.9,100,83.95,,,
9021,2016/5/20,0,15.3,13.4,22,8.6,11.6,50.3,100,75.15,,,
9021,2016/5/21,36.6,16,2.4,17.2,14.8,6.1,88.7,100,94.35,,,
9021,2016/5/22,13.8,14.45,9.9,19.4,9.5,9.9,59.5,100,79.75,,,
9021,2016/5/23,5,15.3,10,20.3,10.3,12.3,55.4,100,77.7,,,
9021,2016/5/24,19.8,16.2,6.4,19.4,13,10.7,64.8,97.5,81.15,,,
9021,2016/5/25,2.2,14.4,9,18.9,9.9,10,61.9,100,80.95,,,
9021,2016/5/26,2.8,15.3,7.6,19.1,11.5,9.2,69.7,100,84.85,,,
9021,2016/5/27,0.4,14.45,12.5,20.7,8.2,12.4,41.8,93.9,67.85,,,
9021,2016/5/28,3,15.7,8.6,20,11.4,10.5,63.3,100,81.65,,,
9021,2016/5/29,0.4,14.05,9.3,18.7,9.4,9.9,55.2,100,77.6,,,
9021,2016/5/30,0,14.75,9.7,19.6,9.9,12.4,38.6,72.2,55.4,,,
9021,2016/5/31,0,14.4,12.8,20.8,8,12.3,35.4,81.2,58.3,,,
9021,2016/6/1,0,13.65,15.3,21.3,6,12.3,37.1,100,68.55,,,
9021,2016/6/2,0,15.7,11.8,21.6,9.8,12.2,32.6,69.4,51,,,
9021,2016/6/3,0,18.7,12,24.7,12.7,11.7,36,76.3,56.15,,,
9021,2016/6/4,8.8,15.8,3.6,17.6,14,10.3,69.6,87.6,78.6,,,
9021,2016/6/5,0,13.9,9.2,18.5,9.3,10,39.9,72.6,56.25,,,
9021,2016/6/6,0,11.7,10.6,17,6.4,8.2,55.3,100,77.65,,,
9021,2016/6/7,16.8,12.75,4.5,15,10.5,6.7,68.1,91.4,79.75,,,
9021,2016/6/8,0.4,9.25,11.9,15.2,3.3,12,52.1,100,76.05,,,
9021,2016/6/9,0,12,8.6,16.3,7.7,9.4,46.4,81.9,64.15,,,
9021,2016/6/10,1,13.55,7.9,17.5,9.6,7.7,66.5,100,83.25,,,
9021,2016/6/11,1.4,14.6,10.2,19.7,9.5,10.9,44,85.1,64.55,,,
9021,2016/6/12,0,16.45,9.7,21.3,11.6,10.1,34,63,48.5,,,
9021,2016/6/13,21.4,15,6.8,18.4,11.6,11.2,62.9,97.4,80.15,,,
9021,2016/6/14,0,15.35,9.1,19.9,10.8,9.8,56.8,100,78.4,,,
9021,2016/6/15,0,13.5,11.2,19.1,7.9,10.5,57.5,100,78.75,,,
9021,2016/6/16,0,14.25,10.9,19.7,8.8,10.1,54.1,100,77.05,,,
9021,2016/6/17,0,13.8,6.6,17.1,10.5,11.7,54.9,84.3,69.6,,,
9021,2016/6/18,0,13.3,12.6,19.6,7,11.9,43,97.9,70.45,,,
9021,2016/6/19,0,14.05,12.1,20.1,8,6.8,45.1,98.9,72,,,
9021,2016/6/20,9,14.25,5.1,16.8,11.7,5.7,81.1,100,90.55,,,
9021,2016/6/21,5.2,12.05,9.7,16.9,7.2,11.6,56.1,100,78.05,,,
9021,2016/6/22,1,13.9,9.8,18.8,9,8.8,55.3,100,77.65,,,
9021,2016/6/23,2.8,13.05,8.1,17.1,9,9.1,64.7,100,82.35,,,
9021,2016/6/24,0,13.95,6.5,17.2,10.7,8.7,44.9,68.4,56.65,,,
9021,2016/6/25,4,12.6,9.4,17.3,7.9,8.5,60.8,100,80.4,,,
9021,2016/6/26,2.2,11.55,14.1,18.6,4.5,11.9,37.8,96.2,67,,,
9021,2016/6/27,0,12.05,10.9,17.5,6.6,11.9,39.5,81.1,60.3,,,
9021,2016/6/28,0.2,12.85,10.7,18.2,7.5,6.9,53.6,100,76.8,,,
9021,2016/6/29,12.2,14.85,9.5,19.6,10.1,10.7,61.8,100,80.9,,,
9021,2016/6/30,0,11.35,13.5,18.1,4.6,12,53.5,100,76.75,,,
9021,2016/7/1,0,12.45,14.1,19.5,5.4,12,36.6,92.6,64.6,,,
9021,2016/7/2,0,14.65,12.9,21.1,8.2,10.7,32.8,75.5,54.15,,,
9021,2016/7/3,0,10.9,12,16.9,4.9,9.2,56.6,100,78.3,,,
9021,2016/7/4,0,9.4,10.2,14.5,4.3,10.7,42.4,84.3,63.35,,,
9021,2016/7/5,0,12.35,8.7,16.7,8,11,42.6,75.6,59.1,,,
9021,2016/7/6,0,12.8,9.6,17.6,8,11.4,39.8,74.6,57.2,,,
9021,2016/7/7,0,12.4,6.2,15.5,9.3,7.7,56.3,84.6,70.45,,,
9021,2016/7/8,12.4,14.15,5.7,17,11.3,9.1,67.6,97.9,82.75,,,
9021,2016/7/9,19.6,10.5,6,13.5,7.5,6.1,62.7,93.6,78.15,,,
9021,2016/7/10,27.4,12.7,8.6,17,8.4,10.6,63.5,100,81.75,,,
9021,2016/7/11,0.6,11.15,11.3,16.8,5.5,11.6,59.6,100,79.8,,,
9021,2016/7/12,0,8.85,10.9,14.3,3.4,11.7,49.7,100,74.85,,,
9021,2016/7/13,0,8.75,14.9,16.2,1.3,12.6,38,100,69,,,
9021,2016/7/14,0,12.2,12.2,18.3,6.1,11.8,30.4,68,49.2,,,
9021,2016/7/15,0,16.85,10.5,22.1,11.6,12,29.3,57.1,43.2,,,
9021,2016/7/16,0,17.95,5.5,20.7,15.2,6.1,46.7,66,56.35,,,
9021,2016/7/17,36.2,16.2,5.6,19,13.4,9.7,58.3,83.3,70.8,,,
9021,2016/7/18,10,12.8,10.8,18.2,7.4,12.6,52.2,100,76.1,,,
9021,2016/7/19,0,10.35,14.5,17.6,3.1,12.9,44.7,100,72.35,,,
9021,2016/7/20,0,11.65,13.5,18.4,4.9,12.9,37.8,92.4,65.1,,,
9021,2016/7/21,13.8,11.8,6.2,14.9,8.7,8.1,61.4,92.5,76.95,,,
9021,2016/7/22,3.6,10.9,9.4,15.6,6.2,13.3,46.3,86.5,66.4,,,
9021,2016/7/23,0,11.3,10.8,16.7,5.9,9.4,47.4,97,72.2,,,
9021,2016/7/24,0.2,8.1,14.4,15.3,0.9,12.7,42,100,71,,,
9021,2016/7/25,0,11.05,11.5,16.8,5.3,11.7,50.7,100,75.35,,,
9021,2016/7/26,0,11.55,14.7,18.9,4.2,13,41.7,100,70.85,,,
9021,2016/7/27,0,12.15,13.5,18.9,5.4,9.6,45.4,100,72.7,,,
9021,2016/7/28,0,15.45,12.3,21.6,9.3,11.2,41.5,91.4,66.45,,,
9021,2016/7/29,0,17.45,10.3,22.6,12.3,7.9,45.2,86.7,65.95,,,
9021,2016/7/30,0,15.15,8.1,19.2,11.1,11.2,50.4,84.8,67.6,,,
9021,2016/7/31,5.6,14.05,3.5,15.8,12.3,9.8,63.5,79.7,71.6,,,
9021,2016/8/1,1,8.4,14.6,15.7,1.1,14.3,41.5,100,70.75,,,
9021,2016/8/2,0,11.05,12.5,17.3,4.8,14.4,32.9,75.6,54.25,,,
9021,2016/8/3,0,12.15,10.1,17.2,7.1,7,35.2,68.4,51.8,,,
9021,2016/8/4,3.8,13.8,3.4,15.5,12.1,6,78.4,97.8,88.1,,,
9021,2016/8/5,3.8,12.15,8.7,16.5,7.8,9,60.8,100,80.4,,,
9021,2016/8/6,0,13.9,8.6,18.2,9.6,10.9,56,97.9,76.95,,,
9021,2016/8/7,8.4,13.45,7.9,17.4,9.5,11.7,48.3,80.9,64.6,,,
9021,2016/8/8,8,12.25,4.3,14.4,10.1,9.2,65.3,86.6,75.95,,,
9021,2016/8/9,7,11.35,10.7,16.7,6,9.3,57.9,100,78.95,,,
9021,2016/8/10,3.4,13.25,8.9,17.7,8.8,10.8,60.8,100,80.4,,,
9021,2016/8/11,0.4,15.2,8.2,19.3,11.1,10.5,53.2,90.1,71.65,,,
9021,2016/8/12,4.6,11.3,12.8,17.7,4.9,15.2,51.4,100,75.7,,,
9021,2016/8/13,0,12.7,12.8,19.1,6.3,13.9,40.7,94.3,67.5,,,
9021,2016/8/14,0,14.25,16.1,22.3,6.2,15.8,31.6,89.7,60.65,,,
9021,2016/8/15,0,13.2,11.4,18.9,7.5,10.4,60,100,80,,,
9021,2016/8/16,6,13.55,12.9,20,7.1,13.8,50.1,100,75.05,,,
9021,2016/8/17,2,13.35,4.5,15.6,11.1,4.5,85.8,100,92.9,,,
9021,2016/8/18,20.2,9.75,11.1,15.3,4.2,13.7,57,100,78.5,,,
9021,2016/8/19,0.2,11.8,7.4,15.5,8.1,9.3,53.4,87.1,70.25,,,
9021,2016/8/20,10.2,13.3,9,17.8,8.8,13.5,61.9,100,80.95,,,
9021,2016/8/21,0.6,12.3,11.4,18,6.6,10.9,51.9,100,75.95,,,
9021,2016/8/22,2.8,10.5,12,16.5,4.5,15.7,53.8,100,76.9,,,
9021,2016/8/23,0,9.25,14.9,16.7,1.8,16.4,43.2,100,71.6,,,
9021,2016/8/24,0,11.2,11,16.7,5.7,17.2,36.3,75.4,55.85,,,
9021,2016/8/25,0,11.85,13.9,18.8,4.9,17.3,39.2,98.2,68.7,,,
9021,2016/8/26,0,16.15,9.1,20.7,11.6,11.6,33.6,60.1,46.85,,,
9021,2016/8/27,34.4,13.85,5.9,16.8,10.9,11.9,71.6,100,85.8,,,
9021,2016/8/28,5.4,13.15,5.9,16.1,10.2,10.1,54.7,80.4,67.55,,,
9021,2016/8/29,0,14.1,7.2,17.7,10.5,12.4,50.4,80.4,65.4,,,
9021,2016/8/30,0,10.7,14.4,17.9,3.5,12.1,45.9,100,72.95,,,
9021,2016/8/31,9.4,13.9,7.6,17.7,10.1,12.5,67.7,100,83.85,,,
9021,2016/9/1,0.8,10.5,14,17.5,3.5,17.9,48.5,100,74.25,,,
9021,2016/9/2,0,11.1,13.4,17.8,4.4,12.5,50.6,100,75.3,,,
9021,2016/9/3,0,11.9,15.4,19.6,4.2,18.3,46.1,100,73.05,,,
9021,2016/9/4,0,15.15,14.9,22.6,7.7,14.9,35.8,93.3,64.55,,,
9021,2016/9/5,0,13.25,14.1,20.3,6.2,19.1,47.9,100,73.95,,,
9021,2016/9/6,0,13.1,12.6,19.4,6.8,14.1,55.1,100,77.55,,,
9021,2016/9/7,7.6,14.75,4.5,17,12.5,16.2,52.7,70.4,61.55,,,
9021,2016/9/8,7.8,14.55,6.3,17.7,11.4,15.5,44,66.1,55.05,,,
9021,2016/9/9,0,12.8,12.2,18.9,6.7,12.5,46.7,100,73.35,,,
9021,2016/9/10,1.4,15.85,7.9,19.8,11.9,14.6,62.8,100,81.4,,,
9021,2016/9/11,0,13.5,4,15.5,11.5,11,51.1,66.4,58.75,,,
9021,2016/9/12,0,13,8.8,17.4,8.6,16.9,33.7,60,46.85,,,
9021,2016/9/13,0,12.95,9.7,17.8,8.1,20.4,30.9,58.4,44.65,,,
9021,2016/9/14,0,13.45,11.7,19.3,7.6,19.3,36.2,77.6,56.9,,,
9021,2016/9/15,0,11.15,14.7,18.5,3.8,16.8,40.9,100,70.45,,,
9021,2016/9/16,7.4,11.15,12.3,17.3,5,19.8,40.5,91.8,66.15,,,
9021,2016/9/17,0,12.7,11.4,18.4,7,17.8,36.4,76.9,56.65,,,
9021,2016/9/18,0,11,15.8,18.9,3.1,13.2,40.3,100,70.15,,,
9021,2016/9/19,11,10.2,12.2,16.3,4.1,17.7,45.4,100,72.7,,,
9021,2016/9/20,0,12.6,13.4,19.3,5.9,20.4,41.1,99.1,70.1,,,
9021,2016/9/21,0,14.2,18.4,23.4,5,21.9,37.5,100,68.75,,,
9021,2016/9/22,0,12.55,12.9,19,6.1,10.9,55.6,100,77.8,,,
9021,2016/9/23,5.6,12.15,7.5,15.9,8.4,17.2,53.7,88.1,70.9,,,
9021,2016/9/24,0.4,10.8,13.2,17.4,4.2,16.5,43.8,100,71.9,,,
9021,2016/9/25,10,13.2,8.8,17.6,8.8,17.5,54.2,96.3,75.25,,,
9021,2016/9/26,0,10.75,13.7,17.6,3.9,12.8,47.7,100,73.85,,,
9021,2016/9/27,2.6,15.3,8.2,19.4,11.2,14.2,48.4,82,65.2,,,
9021,2016/9/28,7.2,10.5,11.4,16.2,4.8,22.5,38.6,82.6,60.6,,,
9021,2016/9/29,0,12.3,14.2,19.4,5.2,23.2,29.8,75.8,52.8,,,
9021,2016/9/30,0,12.7,12.8,19.1,6.3,15.1,49.3,100,74.65,,,
9021,2016/10/1,4.2,13.35,5.7,16.2,10.5,16.2,58.1,84.3,71.2,,,
9021,2016/10/2,2.6,13.3,8.4,17.5,9.1,15.5,41,71,56,,,
9021,2016/10/3,0,13.05,11.9,19,7.1,7.9,58.3,100,79.15,,,
9021,2016/10/4,4,16.25,9.7,21.1,11.4,17.8,61.6,100,80.8,,,
9021,2016/10/5,0,15.85,15.5,23.6,8.1,24.3,45,100,72.5,,,
9021,2016/10/6,0,16.9,9.8,21.8,12,14.6,62.8,100,81.4,,,
9021,2016/10/7,0.2,19.7,10,24.7,14.7,19.4,53,98.7,75.85,,,
9021,2016/10/8,7.4,16.95,3.5,18.7,15.2,10.2,78.4,97.9,88.15,,,
9021,2016/10/9,7.4,15.85,6.3,19,12.7,15.1,48.7,72.9,60.8,,,
9021,2016/10/10,0,13.6,14.6,20.9,6.3,25.1,32.8,84.9,58.85,,,
9021,2016/10/11,0,17.6,17,26.1,9.1,25.3,26,76.2,51.1,,,
9021,2016/10/12,0,22.9,19.4,32.6,13.2,25.4,14.6,47.5,31.05,,,
9021,2016/10/13,0,17.1,15.6,24.9,9.3,24.6,43.8,100,71.9,,,
9021,2016/10/14,0.8,17.15,7.3,20.8,13.5,18.3,54.6,86.7,70.65,,,
9021,2016/10/15,4,14.5,6.6,17.8,11.2,21.9,51.1,78.2,64.65,,,
9021,2016/10/16,0.6,12.65,15.5,20.4,4.9,25.3,31.3,86.6,58.95,,,
9021,2016/10/17,0,13.35,13.5,20.1,6.6,18.6,42.1,100,71.05,,,
9021,2016/10/18,0,16.2,11.2,21.8,10.6,26.1,31.8,65,48.4,,,
9021,2016/10/19,0,12.85,13.9,19.8,5.9,21.5,41.2,100,70.6,,,
9021,2016/10/20,4.4,14.7,9.4,19.4,10,22.9,33.8,61.9,47.85,,,
9021,2016/10/21,0,14.85,14.3,22,7.7,26.5,24.6,61.9,43.25,,,
9021,2016/10/22,0,18.4,20.2,28.5,8.3,27,15.9,56.7,36.3,,,
9021,2016/10/23,0,19.05,20.5,29.3,8.8,27.2,15.5,55.7,35.6,,,
9021,2016/10/24,0,15.35,13.5,22.1,8.6,18.6,45.9,100,72.95,,,
9021,2016/10/25,0,13.7,13.2,20.3,7.1,18.7,38.2,90.3,64.25,,,
9021,2016/10/26,0,14.6,16,22.6,6.6,25.3,42.3,100,71.15,,,
9021,2016/10/27,0,14.45,16.3,22.6,6.3,26.8,39,100,69.5,,,
9021,2016/10/28,0,14.05,16.3,22.2,5.9,27.8,41.5,100,70.75,,,
9021,2016/10/29,0.4,16.1,8.8,20.5,11.7,17.5,56.4,99,77.7,,,
